,domains
WP_135126788.1,"['MR_MLE_C', 'MR_MLE_N']"
WP_135134131.1,['TPR_14']
WP_245161223.1,['AAA_5']
WP_135134132.1,['Rxyl_3153']
WP_135134133.1,['FAD_binding_3']
WP_135134135.1,['actino_HemFlav']
WP_135134136.1,['mycofact_TetR']
WP_135134137.1,['mycofactocin']
WP_135134138.1,['Mycofactocin_RRE']
WP_135134139.1,['mycofact_rSAM']
WP_135134140.1,"['EAL', 'ACT_7', 'DUF5693']"
WP_135134141.1,['Pyrid_ox_like']
WP_209309246.1,"['TetR_C_1', 'MarR_2', 'HTH_24']"
WP_209309247.1,['drrA']
WP_209309248.1,"['drrB', 'Cm_res_leader']"
WP_135134143.1,['mycofact_creat']
WP_135134144.1,['Peripla_BP_2']
WP_135138366.1,"['GntR', 'HTH_Crp_2']"
WP_135138367.1,['Tmemb_185A']
WP_135138368.1,['DUF3097']
WP_135138369.1,['DUF2382']
WP_245159984.1,"['AAA_5', 'AAA_3']"
WP_209306640.1,"['VWA_CoxE', 'Umbravirus_LDM']"
WP_245159985.1,"['XdhC_C', 'XdhC_CoxI']"
WP_167762001.1,['mycofactocin']
WP_209306641.1,['Mycofactocin_RRE']
WP_245159986.1,['mycofact_rSAM']
WP_135138373.1,['actino_HemFlav']
WP_135138374.1,['mycofact_creat']
WP_135138375.1,['SDR_subfam_2']
WP_135138376.1,['mycofact_glyco']
WP_135138377.1,"['HTH_3', 'HTH_28']"
WP_209306642.1,['CLP_protease']
WP_135138378.1,"['AMP-binding', 'AMP-binding_C']"
WP_245159257.1,['mycofact_creat']
WP_209313969.1,"['UPF0225', 'SEC-C']"
WP_135147063.1,['Pyrid_ox_like']
WP_167759247.1,"['EAL', 'GGDEF']"
WP_135147065.1,['mycofact_rSAM']
WP_135147066.1,['Mycofactocin_RRE']
WP_245159258.1,['mycofactocin']
WP_245159259.1,['mycofact_TetR']
WP_135147068.1,['actino_HemFlav']
WP_167759248.1,['DUF1707']
WP_135147070.1,"['FAD_binding_3', 'Se_ygfK']"
WP_135147071.1,['Rxyl_3153']
WP_135147072.1,"['AAA_5', 'MCM', 'AAA_30']"
WP_245159260.1,['MOSC']
WP_135425132.1,['Fe-ADH']
WP_236147496.1,"['HisKA_3', 'GAF_2', 'HATPase_c_2']"
WP_135425135.1,"['Response_reg', 'GerE']"
WP_161976452.1,['Methyltransf_11']
WP_135425141.1,['VWA_CoxE']
WP_135425144.1,"['AAA_5', 'RuvB_N', 'SelP_N']"
WP_135425147.1,['NDMA_methanol']
WP_201274543.1,['mycofactocin']
WP_135425153.1,['Mycofactocin_RRE']
WP_135425156.1,['mycofact_rSAM']
WP_135425159.1,['actino_HemFlav']
WP_135425162.1,['adh_fam_2']
WP_135425165.1,['Acetyltransf_3']
WP_135425168.1,['4HBT']
WP_135425171.1,['rplM_bact']
WP_135425757.1,['Ribosomal_S9']
WP_135425174.1,['HpnZ_proposed']
WP_108579889.1,['Oxidored_q2']
WP_108579891.1,"['2a6301s01', 'Proton_antipo_M']"
WP_108579893.1,"['SpoIIE', 'GAF_2', 'PAS_4', 'HATPase_c_2']"
WP_108579895.1,['betA']
WP_108579898.1,['mycofact_glyco']
WP_108579900.1,['mycofact_creat']
WP_108579902.1,['actino_HemFlav']
WP_108579904.1,['mycofact_rSAM']
WP_108579906.1,['Mycofactocin_RRE']
WP_108579908.1,['mycofactocin']
WP_108579909.1,['mycofact_TetR']
WP_108579911.1,['DUF520']
WP_108579913.1,['NDH_I_N']
WP_108579915.1,['NDH_I_M']
WP_108579917.1,"['NDH_I_L', 'NDH_I_M', 'Proton_antipo_N']"
WP_108579919.1,['Oxidored_q2']
WP_108579921.1,['Oxidored_q3']
WP_161580415.1,"['MarR_2', 'DUF1127']"
WP_136642275.1,"['Glyco_transf_22', 'DUF6080']"
WP_136642276.1,"['Trypsin_2', 'Colicin_V']"
WP_136642303.1,['PEPcase']
WP_136642277.1,['quinone_pig3']
WP_136642278.1,['Rv0697']
WP_136642279.1,['mycofact_TetR']
WP_201799286.1,['mycofactocin']
WP_136642280.1,['Mycofactocin_RRE']
WP_136642281.1,['mycofact_rSAM']
WP_136642282.1,['SDR_subfam_1']
WP_136642283.1,"['AAA_5', 'MCM']"
WP_201799287.1,"['VWA_2', 'CobT_C']"
WP_237280379.1,"['mycofact_creat', 'NOT-MenG']"
WP_201799288.1,['mycofact_glyco']
WP_161580416.1,"['Sigma70_r4_2', 'HTH_30', 'HTH_11', 'DprA_WH', 'HTH_29']"
WP_136642286.1,"['HTH_18', 'HTH_AraC']"
WP_136707401.1,['actino_HemFlav']
WP_211195831.1,"['VWA_2', 'Cob-chelat-sub', 'marine_srt_targ']"
WP_211195832.1,"['AAA_5', 'MCM']"
WP_136707402.1,['SDR_subfam_1']
WP_136707403.1,['SDR_subfam_1']
WP_136707404.1,['SDR_subfam_1']
WP_136707405.1,['SDR_subfam_1']
WP_169053807.1,['mycofact_rSAM']
WP_136707406.1,['Mycofactocin_RRE']
WP_136707407.1,['mycofactocin']
WP_136707408.1,['mycofact_TetR']
WP_136707409.1,['Rv0697']
WP_169053808.1,['RHH_1']
WP_136707411.1,['PIN']
WP_136707412.1,"['recQ', 'Pribosyltran']"
WP_136707413.1,['PaaN-DH']
WP_248305527.1,['PaaC-3OHAcCoADH']
WP_137160489.1,['Rxyl_3153']
WP_137160490.1,"['FAD_binding_3', 'Ubi-OHases']"
WP_137160491.1,['lao']
WP_249933186.1,['SDR_subfam_1']
WP_137160492.1,['actino_HemFlav']
WP_212719307.1,"['TetR_N', 'TetR_C_29']"
WP_137160493.1,['mycofact_TetR']
WP_137160494.1,['mycofactocin']
WP_137160495.1,['Mycofactocin_RRE']
WP_137160496.1,['mycofact_rSAM']
WP_137160497.1,['SDR_subfam_1']
WP_249933187.1,"['VWA_2', 'VWA_CoxE']"
WP_249933188.1,"['EAL', 'ACT_7', 'DUF4398']"
WP_137160498.1,['Pyrid_ox_like']
WP_137160499.1,"['UPF0225', 'SEC-C']"
WP_137160500.1,['mycofact_creat']
WP_137160501.1,['Peripla_BP_2']
WP_137449301.1,"['GerE', 'Response_reg']"
WP_137449302.1,"['HisKA_3', 'HATPase_c']"
WP_205849896.1,['Fe-ADH']
WP_137449303.1,['DUF4242']
WP_137449304.1,['mycofact_creat']
WP_137449305.1,['mycofact_glyco']
WP_240757536.1,"['mycofact_TetR', 'TetR_N']"
WP_137449307.1,['mycofactocin']
WP_137449308.1,['Mycofactocin_RRE']
WP_137449309.1,['mycofact_rSAM']
WP_137449310.1,['actino_HemFlav']
WP_137449311.1,['NDMA_methanol']
WP_137449312.1,['gas_vesic_GvpN']
WP_137449313.1,['VWA_CoxE']
WP_137449314.1,['CbiM']
WP_137449315.1,['PDGLE']
WP_137449316.1,['ECF_T_CbiQ']
WP_137724942.1,['Pyr_redox_2']
WP_137724943.1,['glut_race']
WP_137724944.1,"['TetR_N', 'mycofact_TetR', 'betaine_BetI']"
WP_137724945.1,['SPW']
WP_137724946.1,['PA_CoA_Oxy5']
WP_137724947.1,['Methyltransf_11']
WP_137724948.1,"['mycofact_TetR', 'HTH_23']"
WP_137724949.1,['mycofactocin']
WP_137724950.1,['Mycofactocin_RRE']
WP_137724951.1,['mycofact_rSAM']
WP_137724952.1,['actino_HemFlav']
WP_170312952.1,['SDR_subfam_1']
WP_137724953.1,['mycofact_OYE_2']
WP_137724954.1,['mycofact_creat']
WP_137724955.1,['mycofact_glyco']
WP_137724956.1,['Rv0697']
WP_137799484.1,['mycofact_glyco']
WP_137799485.1,['mycofact_creat']
WP_254699007.1,"['DUF222', 'HNH']"
WP_137799486.1,['mycofact_OYE_2']
WP_137799487.1,['SDR_subfam_1']
WP_137799488.1,['mycofact_OYE_1']
WP_137799489.1,['actino_HemFlav']
WP_137799490.1,['mycofact_rSAM']
WP_137799491.1,['Mycofactocin_RRE']
WP_137799492.1,['mycofactocin']
WP_137799493.1,['mycofact_TetR']
WP_137799494.1,"['Methyltransf_11', 'DUF1127']"
WP_137799495.1,['PA_CoA_Oxy5']
WP_137799496.1,"['SPW', 'IPTL_CTERM']"
WP_137799497.1,"['TetR_N', 'betaine_BetI']"
WP_137799498.1,['glut_race']
WP_175420488.1,"['Pyr_redox_2', 'Reductase_C']"
WP_137814731.1,['ABC_choXWV_perm']
WP_225978464.1,['proV']
WP_225978465.1,['BPD_transp_1']
WP_225978466.1,['quinone_pig3']
WP_137814733.1,['NRPS_term_dom']
WP_137814734.1,['mycofact_creat']
WP_137814735.1,['mycofact_glyco']
WP_137814772.1,['SDR_subfam_2']
WP_225978467.1,['Mycofactocin_RRE']
WP_137814737.1,['mycofact_TetR']
WP_137814738.1,['mycofactocin']
WP_137814739.1,['mycofact_rSAM']
WP_137814740.1,"['DeoRC', 'HTH_DeoR']"
WP_137814741.1,['2A0114']
WP_137814742.1,['pdxA']
WP_137814743.1,"['SBD_N', 'NBD_C']"
WP_249353300.1,['glut_race']
WP_249353302.1,"['TetR_N', 'betaine_BetI']"
WP_137874483.1,['SPW']
WP_137874484.1,['DNA_alkylation']
WP_137874485.1,['PA_CoA_Oxy5']
WP_137874486.1,"['TetR_C_1', 'TetR_N']"
WP_137874487.1,['mycofact_TetR']
WP_084734304.1,['mycofactocin']
WP_007531746.1,['Mycofactocin_RRE']
WP_137874488.1,['mycofact_rSAM']
WP_137874489.1,['actino_HemFlav']
WP_137874542.1,['mycofact_OYE_1']
WP_137874490.1,['mycofact_OYE_2']
WP_137874491.1,['mycofact_creat']
WP_137874492.1,['mycofact_glyco']
WP_137874493.1,['Rv0697']
WP_137874494.1,['GAF']
WP_024454351.1,['ahcY']
WP_024454350.1,"['TetR_C_35', 'TetR_N', 'HTH_AsnC-type']"
WP_024454349.1,"['Rubredoxin', 'Rubredoxin_2', 'zinc_ribbon_10', 'zinc_ribbon_2']"
WP_024454348.1,"['Rubredoxin', 'PHD_4', 'zf-C2H2']"
WP_051561870.1,['FA_desaturase']
WP_024454346.1,['actino_HemFlav']
WP_024454345.1,"['mycofact_rSAM', 'rSAM_BlsE']"
WP_024454344.1,['Mycofactocin_RRE']
WP_191262503.1,['mycofactocin']
WP_036402139.1,['Methyltransf_11']
WP_036404316.1,['myo_inos_iolC_N']
WP_036402136.1,['eda']
WP_036402133.1,"['MR_MLE_C', 'MR_MLE_N']"
WP_024454339.1,['2A0106']
WP_024454338.1,['tdh']
WP_024454337.1,"['Mannitol_dh_C', 'Mannitol_dh']"
WP_036401589.1,['CYP450_TxtE']
WP_024453862.1,"['TetR_N', 'RutR']"
WP_036401587.1,['Rv0697']
WP_024453859.1,['mycofact_glyco']
WP_036401585.1,['mycofact_creat']
WP_036401582.1,['actino_HemFlav']
WP_036401579.1,['mycofact_rSAM']
WP_024453855.1,['Mycofactocin_RRE']
WP_081664464.1,['mycofactocin']
WP_024453854.1,"['mycofact_TetR', 'HTH_23']"
WP_036401577.1,['Sig70_famx2']
WP_036401575.1,['Glyoxalase_6']
WP_036401573.1,['Pyr_redox_2']
WP_024453850.1,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4']"
WP_024453849.1,"['DDAH_eukar', 'EutK_C']"
WP_084172649.1,['Orn_aminotrans']
WP_137774422.1,['pcaJ_scoB_fam']
WP_137774423.1,['Amidohydro_2']
WP_137774424.1,"['adh_short', 'dhbA_paeA']"
WP_137774425.1,['adh_short_C2']
WP_137774426.1,['adh_short_C2']
WP_137774427.1,['pcaR_pcaU']
WP_137774428.1,['Rv0697']
WP_210417117.1,['mycofactocin']
WP_137774430.1,['Mycofactocin_RRE']
WP_137774431.1,['mycofact_rSAM']
WP_137774432.1,['actino_HemFlav']
WP_210417118.1,['mycofact_creat']
WP_137774433.1,['mycofact_glyco']
WP_256376036.1,['IclR']
WP_137774435.1,"['GCV_T', 'soxA']"
WP_137774436.1,['sda_mono']
WP_138732418.1,['actino_HemFlav']
WP_138732419.1,"['VWA_2', 'marine_srt_targ']"
WP_246078474.1,['AAA_5']
WP_138732420.1,['SDR_subfam_1']
WP_138732471.1,['SDR_subfam_1']
WP_138732421.1,['mycofact_rSAM']
WP_138732422.1,['Mycofactocin_RRE']
WP_138732423.1,['mycofactocin']
WP_138732424.1,['mycofact_TetR']
WP_246078475.1,['DSBA']
WP_216870449.1,['Polyketide_cyc2']
WP_138732428.1,['DUF732']
WP_139095184.1,['ROK_glcA_fam']
WP_139095185.1,"['NUDIX', 'NYN_YacP']"
WP_139094916.1,['RibD_C']
WP_139094917.1,"['LysR_substrate', 'HTH_1', 'HTH_24']"
WP_235022335.1,['LCM']
WP_235022336.1,['EamA']
WP_139094919.1,['mycofact_TetR']
WP_139094920.1,['mycofactocin']
WP_139094921.1,['Mycofactocin_RRE']
WP_139094922.1,['mycofact_rSAM']
WP_139094923.1,['mycofact_OYE_1']
WP_139094924.1,['mycofact_OYE_2']
WP_139094925.1,['ETF_alpha']
WP_139094926.1,['GG-red-SF']
WP_139094927.1,"['Fer4_2', 'aprB', 'Fer4', 'zf-C2H2_11']"
WP_139094928.1,['mft_etfB']
WP_139094929.1,['SDR_subfam_2']
WP_140180577.1,['mycofact_glyco']
WP_140180578.1,['Beta-lactamase']
WP_241661444.1,['4HBT']
WP_140180579.1,['Methyltransf_19']
WP_140180581.1,['SDR_subfam_1']
WP_241661445.1,['mycofact_creat']
WP_140180584.1,['actino_HemFlav']
WP_140180586.1,['mycofact_rSAM']
WP_140180588.1,['Mycofactocin_RRE']
WP_140180590.1,['mycofactocin']
WP_140180592.1,['Rv0697']
WP_241661446.1,['mycofact_TetR']
WP_140180593.1,['DUF2071']
WP_140180595.1,['argG']
WP_140180597.1,['fdhA_non_GSH']
WP_206664181.1,['LPG_synthase_TM']
WP_140180601.1,"['Methyltransf_11', 'Ubie_methyltran', 'UPF0146']"
WP_085910563.1,['4hydroxCoAred']
WP_232021282.1,['mycofact_glyco']
WP_085910562.1,['Phosphodiest']
WP_085910561.1,"['PQQ_2', 'PQQ', 'PQQ_3']"
WP_085910560.1,['mycofact_creat']
WP_085910559.1,"['efflux_EmrB', 'MFS_1']"
WP_232021283.1,['mycofact_OYE_2']
WP_125911620.1,['mycofact_rSAM']
WP_085910557.1,['Mycofactocin_RRE']
WP_085910556.1,['mycofactocin']
WP_085910555.1,['DUF952']
WP_085910554.1,['NDMA_methanol']
WP_085910553.1,['AAA_5']
WP_232021284.1,['VWA_CoxE']
WP_085910552.1,"['SBP_bac_5', 'TAT_signal', 'TAT_signal_seq']"
WP_232021286.1,['nickel_nikB']
WP_141849152.1,['Pribosyltran']
WP_141849153.1,"['Phosphodiest', 'chol_sulfatase']"
WP_141849154.1,['Aldo_ket_red']
WP_141849155.1,['actino_HemFlav']
WP_211356053.1,['mycofact_glyco']
WP_141849156.1,['SDR_subfam_2']
WP_246061253.1,['mycofact_creat']
WP_141849157.1,['mycofact_rSAM']
WP_141849158.1,['Mycofactocin_RRE']
WP_141849159.1,['mycofactocin']
WP_141849160.1,['NDMA_methanol']
WP_246061255.1,"['AAA_5', 'SelP_N']"
WP_141849162.1,['VWA_CoxE']
WP_211356054.1,['Methyltransf_11']
WP_141849163.1,"['Response_reg', 'GerE']"
WP_141849164.1,['HisKA_3']
WP_141849165.1,['Fe-ADH']
WP_114453795.1,['Fe-ADH']
WP_170206349.1,['HisKA_3']
WP_114453794.1,"['Response_reg', 'GerE']"
WP_114453793.1,"['Methyltransf_25', 'Ribonucleas_3_2']"
WP_114453792.1,['VWA_CoxE']
WP_114453791.1,"['AAA_5', 'Tecti-min-caps']"
WP_114453790.1,['NDMA_methanol']
WP_114453789.1,['mycofactocin']
WP_114453788.1,['Mycofactocin_RRE']
WP_114453894.1,['mycofact_rSAM']
WP_114453787.1,['actino_HemFlav']
WP_114453786.1,['SDR_subfam_2']
WP_114453785.1,['mycofact_glyco']
WP_114453784.1,['mycofact_creat']
WP_114453783.1,['adh_short_C2']
WP_114453782.1,['GCV_T']
WP_114453781.1,['ligK_PcmE']
WP_141929137.1,['Beta-lactamase']
WP_246092487.1,['ogt']
WP_141929139.1,['actino_HemFlav']
WP_141929140.1,['mycofact_glyco']
WP_141929141.1,['SDR_subfam_2']
WP_246092488.1,['mycofact_creat']
WP_141929142.1,['mycofact_rSAM']
WP_141929143.1,['Mycofactocin_RRE']
WP_141929144.1,['mycofactocin']
WP_141929145.1,['NDMA_methanol']
WP_246092489.1,"['AAA_5', 'SelP_N']"
WP_141929146.1,"['VWA_CoxE', 'KfrA_N']"
WP_141929147.1,['Methyltransf_11']
WP_211345271.1,"['Response_reg', 'GerE']"
WP_211345213.1,['HisKA_3']
WP_246092491.1,['Fe-ADH']
WP_141936962.1,"['HxlR', 'HTH_20']"
WP_141936964.1,['Ribonuc_L-PSP']
WP_141936965.1,['DUF3887']
WP_141936967.1,"['Rce1-like', 'T4SS_pilin']"
WP_141936971.1,"['Rv0697', 'betA']"
WP_200829926.1,['mycofact_TetR']
WP_141936973.1,['mycofactocin']
WP_141936974.1,['Mycofactocin_RRE']
WP_141936976.1,['mycofact_rSAM']
WP_141936978.1,['SDR_subfam_1']
WP_141936980.1,['SDR_subfam_1']
WP_141936982.1,['SDR_subfam_1']
WP_200829927.1,"['AAA_5', 'TmoB']"
WP_200829928.1,"['VWA_2', 'marine_srt_targ', 'DUF2201']"
WP_235014592.1,['actino_HemFlav']
WP_141936985.1,['mycofact_creat']
WP_211355050.1,['xylG']
WP_170182374.1,['BPD_transp_2']
WP_142025022.1,['BPD_transp_2']
WP_170182375.1,['adh_short_C2']
WP_142025025.1,['DJ-1_PfpI']
WP_142025026.1,"['MR_MLE_C', 'MR_MLE_N']"
WP_246063421.1,['actino_HemFlav']
WP_246063423.1,['mycofactocin']
WP_170182376.1,['Mycofactocin_RRE']
WP_142025028.1,['mycofact_rSAM']
WP_246063898.1,['GerE']
WP_142025029.1,"['amphi-Trp', 'Lsr2']"
WP_142025030.1,['recomb_XerC']
WP_142025032.1,['NHEJ_ligase_prk']
WP_142025034.1,['Abhydrolase_1']
WP_142025035.1,['NHEJ_ligase_lig']
WP_142025037.1,['Acetyltransf_1']
WP_211354959.1,"['benzo_1_2_benA', 'DUF6006']"
WP_142023699.1,['Ring_hydroxyl_B']
WP_142023700.1,['HpnZ_proposed']
WP_211354960.1,['Aldedh']
WP_142023701.1,"['pcaR_pcaU', 'HTH_5']"
WP_142023702.1,['actino_HemFlav']
WP_246063195.1,['mycofact_TetR']
WP_142023704.1,['mycofactocin']
WP_142023705.1,['Mycofactocin_RRE']
WP_142023706.1,['mycofact_rSAM']
WP_246063196.1,['EAL']
WP_142023707.1,['Pyrid_ox_like']
WP_142023708.1,['mycofact_creat']
WP_142023709.1,['Peripla_BP_2']
WP_211354961.1,['Isochorismatase']
WP_211354962.1,['mycofact_glyco']
WP_142023711.1,['efflux_Bcr_CflA']
WP_142051875.1,['CO_dehy_Mo_lg']
WP_142051878.1,['4hydroxCoAred']
WP_246106382.1,['mycofact_glyco']
WP_246106383.1,['Phosphodiest']
WP_246106384.1,['MFS_1']
WP_142051886.1,['mycofact_creat']
WP_142051889.1,['mycofact_rSAM']
WP_142051892.1,['Mycofactocin_RRE']
WP_142051895.1,['mycofactocin']
WP_246106385.1,['DUF952']
WP_246106386.1,"['TetR_N', 'HTH_IclR', 'LacI']"
WP_142051901.1,['PEP_synth']
WP_142051907.1,['DUF418']
WP_246106387.1,"['HisKA_3', 'HATPase_c', 'VMA21']"
WP_211366327.1,"['Response_reg', 'GerE', 'HTH_24']"
WP_142099990.1,['glut_race']
WP_142099992.1,"['TetR_N', 'betaine_BetI', 'Radical_SAM_N2']"
WP_142099994.1,['SPW']
WP_142099996.1,['DNA_alkylation']
WP_142099999.1,['PA_CoA_Oxy5']
WP_142100001.1,['TetR_N']
WP_142100003.1,"['mycofact_TetR', 'HTH_29', 'HTH_23']"
WP_142100268.1,['mycofactocin']
WP_142100005.1,['Mycofactocin_RRE']
WP_142100007.1,['mycofact_rSAM']
WP_142100009.1,['actino_HemFlav']
WP_142100269.1,['mycofact_OYE_1']
WP_246098132.1,['mycofact_OYE_2']
WP_142100011.1,['His_Phos_1']
WP_142100015.1,['ABATE']
WP_142100017.1,['AHSA1']
WP_172620838.1,['Transposase_mut']
WP_143528572.1,['SCP2']
WP_143528573.1,['protocat_pcaD']
WP_244299739.1,['Na_Pro_sym']
WP_143528574.1,"['N6_N4_Mtase', 'KCNQ2_u3']"
WP_143528575.1,['mycofactocin']
WP_143528576.1,['SDR_subfam_1']
WP_143528577.1,['Mycofactocin_RRE']
WP_143528578.1,['mycofact_rSAM']
WP_143528579.1,['Rxyl_3153']
WP_143528580.1,"['AAA_5', 'VWA_CoxE', 'AAA_16']"
WP_143528581.1,['actino_HemFlav']
WP_143528582.1,['Creatininase']
WP_143528583.1,"['mycofact_glyco', 'Methyltransf_23']"
WP_143528584.1,['2a6301s01']
WP_143528585.1,['MnhB']
WP_143768632.1,"['PEP_resp_reg', 'GAF']"
WP_143768568.1,"['AMP-binding', 'AMP-binding_C']"
WP_255450006.1,"['Rv0697', 'NAD_binding_8']"
WP_143768570.1,['mycofact_glyco']
WP_143768571.1,['mycofact_creat']
WP_143768572.1,['SDR_subfam_1']
WP_143768573.1,['actino_HemFlav']
WP_143768574.1,['mycofact_rSAM']
WP_143768575.1,['Mycofactocin_RRE']
WP_143768576.1,['mycofactocin']
WP_143768577.1,['mycofact_TetR']
WP_143768578.1,"['TetR_C_1', 'TetR_N']"
WP_143768579.1,['PA_CoA_Oxy5']
WP_143768580.1,['MaoC_dehydrat_N']
WP_143768581.1,"['KshA_C', 'Rieske']"
WP_143768582.1,"['Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_M']"
WP_143768583.1,['23dbph12diox']
WP_143965718.1,['mycofact_creat']
WP_143965719.1,['CoA_transf_3']
WP_143965720.1,"['TetR_N', 'TetR_C_33']"
WP_143965721.1,['adh_short_C2']
WP_143965722.1,['SnoaL_2']
WP_143965723.1,['SDR_subfam_1']
WP_132992088.1,['actino_HemFlav']
WP_235831443.1,['mycofact_rSAM']
WP_132992090.1,['Mycofactocin_RRE']
WP_143965724.1,['mycofact_TetR']
WP_143965725.1,['PA_CoA_Oxy5']
WP_143965726.1,['DoxX_3']
WP_132993321.1,['DNA_alkylation']
WP_132992095.1,"['Pyr_redox_2', 'Reductase_C']"
WP_143965727.1,['PS_I_psaM']
WP_143965728.1,"['DUF945', 'DUF6459']"
WP_144590401.1,['SDR_subfam_2']
WP_144590402.1,['mft_etfB']
WP_144590403.1,['FeFe_hydrog_B1']
WP_144590404.1,['GG-red-SF']
WP_144590405.1,"['ETF_alpha', 'ETF']"
WP_144590406.1,['mycofact_OYE_2']
WP_144590407.1,['mycofact_OYE_1']
WP_144590408.1,['mycofact_rSAM']
WP_144590409.1,['Mycofactocin_RRE']
WP_144590410.1,['mycofactocin']
WP_246127865.1,['mycofact_TetR']
WP_144590412.1,['LCM']
WP_145022219.1,"['AFOR_C', 'AFOR_N']"
WP_145022222.1,['mycofact_glyco']
WP_145022224.1,['ETF']
WP_145022227.1,"['FeFe_hydrog_B1', 'Fer4']"
WP_145022230.1,['GG-red-SF']
WP_145022233.1,"['ETF_alpha', 'ETF']"
WP_145022236.1,['mycofact_OYE_2']
WP_145022239.1,['mycofact_rSAM']
WP_145022242.1,['Mycofactocin_RRE']
WP_145022245.1,['mycofactocin']
WP_170241897.1,['Fe-ADH']
WP_145022251.1,"['LysR_substrate', 'HTH_1']"
WP_246125833.1,"['phoR_proteo', 'sensory_box']"
WP_145022257.1,['VWA_CoxE']
WP_145022260.1,"['AAA', 'cmk', 'adk']"
WP_145022263.1,['Fe-ADH']
WP_145022266.1,"['SCM_rSAM_ScmF', 'rSAM_Geo_metal']"
WP_144949691.1,['L3_bact']
WP_144949685.1,['Rv0697']
WP_144949683.1,['mycofact_glyco']
WP_144949681.1,['mycofact_creat']
WP_145039334.1,['actino_HemFlav']
WP_144951007.1,['mycofact_rSAM']
WP_144951009.1,['Mycofactocin_RRE']
WP_144951011.1,['mycofactocin']
WP_144951013.1,['mycofact_TetR']
WP_246133379.1,['DUF2332']
WP_246133376.1,"['Pyr_redox_2', 'Reductase_C']"
WP_144951019.1,['SDR_subfam_1']
WP_144951022.1,['EF-Tu']
WP_144951024.1,['EF-G']
WP_044509806.1,['rpsG_bact']
WP_145225537.1,['Fe-ADH']
WP_211841582.1,['HisKA_3']
WP_145225539.1,"['Response_reg', 'GerE']"
WP_145225541.1,['Methyltransf_11']
WP_145225543.1,['VWA_CoxE']
WP_145225545.1,"['AAA_5', 'CbbQ_C']"
WP_145225547.1,['NDMA_methanol']
WP_145225549.1,['mycofactocin']
WP_145225552.1,['Mycofactocin_RRE']
WP_246104434.1,['mycofact_rSAM']
WP_145225555.1,['SDR_subfam_2']
WP_145225557.1,['mycofact_glyco']
WP_145225558.1,['actino_HemFlav']
WP_145225560.1,['pcrA']
WP_145225562.1,"['GG_sam_targ_CFB', 'WWamide', 'DUF6287']"
WP_187365873.1,['STAS_2']
WP_145853125.1,"['TetR_C_1', 'TetR_N']"
WP_145853126.1,['CSD']
WP_145853127.1,['pcrA']
WP_246115648.1,['OsmC']
WP_246115687.1,['mycofact_glyco']
WP_145853128.1,['mycofact_rSAM']
WP_145853129.1,['Mycofactocin_RRE']
WP_145853130.1,['mycofactocin']
WP_246115649.1,['mycofact_TetR']
WP_145853131.1,['Glyco_transf_4']
WP_145853132.1,['Glyoxalase']
WP_145853133.1,['mycofact_creat']
WP_145853134.1,['Clp_N']
WP_145853136.1,['MelC1']
WP_146319150.1,"['TetR_C_24', 'HTH_23', 'HTH_AsnC-type']"
WP_186526245.1,"['MFS_1', 'STI1']"
WP_186526246.1,['bchO_mg_che_rel']
WP_146319154.1,['His_Phos_1']
WP_146319156.1,['mycofact_glyco']
WP_146319158.1,['SDR_subfam_2']
WP_222432249.1,['actino_HemFlav']
WP_146319160.1,['mycofact_rSAM']
WP_146319162.1,['Mycofactocin_RRE']
WP_146319164.1,['mycofactocin']
WP_146319166.1,['Rxyl_3153']
WP_146319168.1,"['AAA_5', 'VWA_CoxE', 'Mg_chelatase', 'DTMP_kinase']"
WP_146319170.1,['Lipase_GDSL_2']
WP_146319172.1,"['HTH_30', 'HTH_28', 'GGDEF_2', 'TOBE']"
WP_146319174.1,['PA_CoA_Oxy5']
WP_146319176.1,"['FA_desaturase', 'Rsa3']"
WP_146319178.1,['DUF1206']
WP_246836217.1,['mycofact_rSAM']
WP_146341661.1,['actino_HemFlav']
WP_146341662.1,['mycofact_creat']
WP_146341663.1,['mycofact_glyco']
WP_146341664.1,['TRX_reduct']
WP_146341665.1,['Rv0697']
WP_146341666.1,"['mycofact_TetR', 'HTH_23']"
WP_146341667.1,['mycofactocin']
WP_146341668.1,['Mycofactocin_RRE']
WP_146341669.1,['nickel_nikE']
WP_210410198.1,['nickel_nikD']
WP_146341671.1,['nickel_nikC']
WP_146341672.1,['nickel_nikB']
WP_146341673.1,['SBP_bac_5']
WP_146341674.1,['Amidohydro_2']
WP_146341675.1,['tdh']
WP_158635133.1,"['Pyr_redox_3', 'NAD_binding_8']"
WP_146562693.1,['ADC']
WP_146562695.1,['Beta-lactamase']
WP_231703120.1,"['TetR_C_11', 'TetR_N']"
WP_146562699.1,"['AMP-binding', 'AMP-binding_C']"
WP_146562701.1,['SDR_subfam_1']
WP_146562842.1,['mycofact_TetR']
WP_146562703.1,['mycofactocin']
WP_146562705.1,['mycofact_MftB']
WP_146562707.1,['mycofact_rSAM']
WP_146562709.1,['actino_HemFlav']
WP_146562711.1,['mycofact_creat']
WP_146562713.1,['mycofact_glyco']
WP_231703121.1,['GMC_mycofac_2']
WP_231703107.1,['GMC_mycofac_2']
WP_166436424.1,['fabF']
WP_231703122.1,['EutB']
