,domains
WP_158015510.1,['TIGR03969']
WP_158015511.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_158015512.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR04251', 'TIGR02109', 'TIGR03913', 'TIGR04250', 'TIGR04546', 'TIGR04133', 'TIGR04103', 'Radical_SAM', 'TIGR04340', 'TIGR04317', 'TIGR02668', 'TIGR04403', 'TIGR04167', 'TIGR04082', 'TIGR02666', 'TIGR04311', 'TIGR04466', 'TIGR03942', 'TIGR03974', 'TIGR04085', 'TIGR03470', 'TIGR04083', 'TIGR03961', 'TIGR03977', 'TIGR04163', 'TIGR04064', 'TIGR04084', 'TIGR04463', 'TIGR04321', 'TIGR04280', 'TIGR03906', 'TIGR02495', 'TIGR04080', 'TIGR04304', 'TIGR04068', 'TIGR04269', 'TIGR03963', 'SPASM', 'TIGR03978', 'TIGR04115', 'Fer4_14', 'TIGR04349', 'Fer4_12', 'TIGR03365', 'TIGR04478', 'TIGR03972', 'TIGR04150', 'NIR_SIR_ferr', 'TIGR02493', 'TIGR04136']"
WP_158015513.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'His_biosynth', 'TIGR01305', 'TIGR01306', 'TIGR03151', 'TIGR00007', 'NMO', 'TIGR01303', 'ThiG', 'Dus', 'TIGR00419', 'DHO_dh', 'G3P_antiterm', 'PA', 'TIGR01037']"
WP_158015514.1,"['TIGR03964', 'TIGR04448']"
WP_158015515.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR03937', 'Glyco_transf_21', 'TIGR04283', 'TIGR01556', 'TIGR04182', 'TIGR03030', 'Glyco_transf_49']"
WP_158015516.1,"['TIGR03970', 'TIGR01810', 'TIGR04542', 'GMC_oxred_N', 'GMC_oxred_C', 'TIGR02462', 'DAO', 'Lycopene_cycl', 'NAD_binding_8', 'FAD_binding_2', 'Pyr_redox_2', 'ApbA', 'TIGR01790', 'Thi4', 'TIGR01988', 'HI0933_like', 'TIGR02352', 'TIGR01372', 'Trp_halogenase', 'TIGR00551', 'TIGR00745', 'TIGR02032', 'Pyr_redox', 'TrkA_N', 'TIGR00275']"
WP_158015517.1,"['TIGR03625', 'Ribosomal_L3', 'TIGR03626']"
WP_158890810.1,"['TIGR01830', 'adh_short', 'TIGR01831', 'TIGR01832', 'TIGR03971', 'TIGR04316', 'TIGR04504', 'TIGR02632', 'KR', 'TIGR03325', 'TIGR02685', 'TIGR01500', 'TIGR01289', 'Epimerase', 'TIGR03466', 'TIGR02813', 'TIGR01179', '3HCDH_N']"
WP_158890811.1,"['adh_short_C2', 'adh_short', 'TIGR02415', 'TIGR01829', 'TIGR04316', 'TIGR01963', 'TIGR03971', 'TIGR01832', 'TIGR01831', 'TIGR03206', 'TIGR02632', 'TIGR03325', 'TIGR02685', 'TIGR04504', 'TIGR01500', 'TIGR01289', 'KR', 'NAD_binding_10', 'TIGR03466', 'THF_DHG_CYH_C', 'Epimerase', 'ADH_zinc_N']"
WP_158890813.1,"['TIGR01930', 'TIGR02445', 'Thiolase_N', 'TIGR02446', 'Thiolase_C', 'TIGR03150', 'ketoacyl-synt', 'ACP_syn_III', 'TIGR00747']"
WP_158890816.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR03151', 'TIGR01304', 'ThiG', 'His_biosynth', 'TIGR01303', 'TIGR00007', 'G3P_antiterm', 'TIGR00419', 'TIGR01306', 'DHO_dh', 'TIGR01037', 'TIGR01305', 'PA']"
WP_158890818.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR03937', 'TIGR04283', 'TIGR04242', 'Glyco_transf_21', 'Glyco_tranf_2_2', 'TIGR04182', 'TIGR03469', 'TIGR04440', 'TIGR03030', 'DUF6445', 'Glyco_transf_49']"
WP_158890820.1,"['TIGR04504', 'KR', 'TIGR03325', 'TIGR02685', 'Epimerase', 'TIGR01500', 'TIGR02823']"
WP_158890822.1,"['TIGR03964', 'TIGR04448']"
WP_158890824.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR03913', 'TIGR04054', 'TIGR04546', 'TIGR02109', 'TIGR04251', 'TIGR04133', 'TIGR04103', 'TIGR04250', 'TIGR02668', 'TIGR04340', 'Radical_SAM', 'TIGR02666', 'TIGR04317', 'TIGR04082', 'TIGR04403', 'TIGR04466', 'TIGR03942', 'TIGR04167', 'TIGR03974', 'TIGR04085', 'TIGR04321', 'TIGR04311', 'TIGR03961', 'TIGR03470', 'TIGR04064', 'TIGR04083', 'TIGR03977', 'TIGR04080', 'TIGR04084', 'TIGR04163', 'TIGR04280', 'TIGR03906', 'TIGR02495', 'TIGR04463', 'TIGR04304', 'TIGR04269', 'SPASM', 'TIGR03978', 'TIGR04115', 'TIGR03963', 'TIGR04334', 'TIGR04261', 'TIGR04068', 'TIGR03972', 'NIR_SIR_ferr', 'TIGR04349', 'Fer4_12', 'TIGR04478', 'TIGR04078', 'Fer4_14', 'TIGR03365', 'YflT', 'TIGR04150', 'TIGR04136']"
WP_158890826.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_158890828.1,['TIGR03969']
WP_246258236.1,"['Acyl-CoA_dh_C', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_2', 'AcylCoA_DH_N', 'Acyl-CoA_dh_N']"
WP_158890830.1,"['4HBT', '4HBT_2', 'TIGR02799', 'Acyl-ACP_TE']"
WP_158890832.1,"['Pyr_redox_2', 'TIGR03385', 'TIGR01350', 'TIGR02053', 'Pyr_redox', 'TIGR03452', 'TIGR01424', 'Reductase_C', 'TIGR03169', 'TIGR01316', 'TIGR01292', 'TIGR01421', 'TIGR01438', 'TIGR03143', 'TIGR03140', 'TIGR01423', 'TIGR00275', 'TIGR04018', 'TIGR03364', 'HI0933_like', 'DAO', 'Pyr_redox_3', 'AlaDh_PNT_C', 'FAD_binding_2', 'TIGR00936', 'TIGR04369', 'TIGR03315', 'TIGR02352', 'GIDA', '2-Hacid_dh_C', 'TIGR03467', 'TIGR01988', 'Lycopene_cycl', 'TIGR03997', 'NAD_binding_8', 'TIGR01318', 'TIGR01790', 'TIGR01984', 'TIGR02032', 'NAD_binding_9', 'TIGR01317', '3HCDH_N', 'TIGR02734', 'TIGR03026', 'AdoHcyase_NAD', 'TIGR03197']"
WP_158890834.1,"['Fer4_15', 'Fer4_13', 'Fer4_19']"
WP_158890836.1,"['GerE', 'TIGR03020', 'Response_reg', 'TIGR01818', 'TIGR03541', 'TIGR02154', 'Sigma70_r4_2', 'TIGR01884', 'TIGR02983', 'TIGR02937', 'HTH_23', 'TIGR01387', 'Sigma70_r4', 'TIGR02915', 'TIGR02985', 'TIGR03787', 'Sigma70_ECF', 'HTH_24']"
WP_158890838.1,"['Amino_oxidase', 'TIGR03467', 'NAD_binding_8', 'TIGR02734', 'Pyr_redox_3', 'DAO', 'TIGR00275', 'FAD_binding_2', 'Pyr_redox_2', 'HI0933_like', 'TIGR01813', 'TIGR01372', 'TIGR02731', 'FAD_oxidored', 'TIGR02733', 'TIGR02732', 'TIGR03197', 'TIGR02032', 'TIGR00562', 'FAD_binding_3', 'TIGR03315', 'TIGR01317', 'TIGR04018', 'TIGR03997', 'TIGR02485', 'TIGR04046', 'TIGR00031', 'TIGR03364', 'TIGR01790', 'TIGR01318', 'TIGR02352', 'AlaDh_PNT_C', 'Pyr_redox', 'Thi4', 'TIGR00292', 'GIDA', 'TIGR01316', 'TIGR01377', 'TIGR01292', 'TIGR03996', 'Lycopene_cycl', 'TIGR01350', 'TIGR03378', 'TIGR02023', 'TIGR02730', 'TIGR02374', 'TIGR01988', 'TIGR00551', 'TrkA_N', 'TIGR02360', 'TIGR01812', 'TIGR03143', 'IlvN', 'TIGR00137', 'TIGR01984', 'NAD_binding_9']"
WP_158929911.1,['DDE_3']
WP_055706085.1,"['CBS', 'TIGR01303']"
WP_233273288.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'DAO', 'TIGR02032', 'FAD_binding_2', 'NAD_binding_8', 'TIGR02462', 'Lycopene_cycl', 'TIGR01988', 'TIGR01790', 'HI0933_like', 'FAD_oxidored', 'ApbA', 'Pyr_redox_2', 'Thi4', 'TIGR00292', 'TIGR00275', 'TIGR01372', 'TIGR01984', 'TIGR00551', 'TIGR03467', 'TIGR02023', 'TIGR01377', 'FAD_binding_3', 'TIGR01989', 'TIGR02734']"
WP_233273289.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'TIGR04283', 'Glyco_tranf_2_2', 'Glyco_trans_2_3', 'TIGR04242', 'TIGR03469', 'TIGR04440', 'Glyco_transf_21', 'TIGR03030']"
WP_158918944.1,['TIGR03969']
WP_158918945.1,"['Mycofactocin_RRE', 'TIGR03967', 'Cdc6_C']"
WP_158918946.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04303', 'TIGR04054', 'TIGR04347', 'TIGR02109', 'TIGR04546', 'TIGR03913', 'TIGR04251', 'TIGR04133', 'TIGR04103', 'TIGR04250', 'Radical_SAM', 'TIGR02668', 'TIGR02666', 'TIGR04340', 'TIGR04082', 'TIGR04317', 'TIGR04167', 'TIGR04403', 'TIGR03942', 'TIGR03974', 'TIGR04085', 'TIGR04064', 'TIGR04311', 'TIGR04466', 'TIGR03470', 'TIGR04163', 'TIGR04084', 'TIGR04083', 'TIGR03961', 'TIGR03977', 'TIGR04321', 'TIGR04280', 'TIGR04080', 'TIGR03906', 'TIGR02495', 'TIGR04463', 'TIGR04304', 'TIGR04269', 'SPASM', 'TIGR04068', 'TIGR04115', 'TIGR03978', 'TIGR03963', 'TIGR04334', 'TIGR03365', 'TIGR04478', 'Fer4_12', 'Fer4_14', 'TIGR03972', 'TIGR04349', 'TIGR04278', 'NIR_SIR_ferr', 'TIGR04426', 'TIGR02493', 'TIGR04078', 'TIGR04150', 'TIGR04136', 'TIGR04148']"
WP_158918947.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR01304', 'Dus', 'His_biosynth', 'G3P_antiterm', 'TIGR03151', 'TIGR01303', 'ThiG', 'TIGR01305', 'TIGR00007', 'TIGR01306', 'DHO_dh', 'TIGR01037', 'TIGR00737', 'PA']"
WP_158918948.1,"['TIGR03964', 'TIGR04448']"
WP_158918949.1,"['GerE', 'TIGR03020', 'Response_reg', 'TIGR03541', 'TIGR01818', 'TIGR02154', 'Sigma70_r4_2', 'TIGR02937', 'HTH_23', 'TIGR03787', 'Sigma70_r4', 'TIGR02983', 'TIGR02985', 'TIGR01884', 'Abhydrolase_9', 'TIGR01387']"
WP_158918950.1,"['GerE', 'TIGR03020', 'TIGR03541', 'AAA_22', 'TPR_12', 'TPR_19', 'AAA_16', 'Sigma70_r4_2', 'NB-ARC', 'TIGR02985', 'TIGR02937', 'NACHT', 'Sigma70_ECF', 'TIGR03504', 'TIGR00635', 'HTH_23', 'TPR_2']"
WP_158918951.1,"['HATPase_c_2', 'TIGR01924', 'TIGR02966']"
WP_233273290.1,"['MFS_1', 'TIGR00880', 'TIGR00890']"
WP_158918953.1,"['4HBT_2', '4HBT', 'TIGR02799', 'TIGR00051', 'Acyl-ACP_TE']"
WP_159544210.1,"['HTH_18', 'HTH_AraC', 'TIGR04094', 'DUF6597', 'TIGR02297']"
WP_159544212.1,"['TIGR03086', 'TIGR03083', 'MDMPI_N']"
WP_159544214.1,"['DUF3224', 'Big_11']"
WP_159544216.1,"['Acetyltransf_5', 'TIGR03694', 'Autoind_synth', 'TIGR04045']"
WP_159544218.1,"['TIGR00530', 'Acyltransferase']"
WP_225984178.1,"['TIGR01490', 'HAD', 'TIGR01488', 'TIGR00338', 'Hydrolase', 'Hydrolase_3', 'TIGR00099', 'TIGR01491', 'TIGR01486', 'TIGR01484', 'TIGR02461', 'TIGR01668', 'TIGR01662', 'TIGR03901', 'SDH_alpha']"
WP_159544220.1,['OppC_N']
WP_159544222.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04347', 'TIGR04054', 'TIGR04051', 'TIGR04546', 'TIGR03913', 'TIGR04251', 'TIGR02109', 'TIGR04103', 'TIGR04133', 'TIGR04250', 'TIGR04340', 'TIGR02668', 'Radical_SAM', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04403', 'TIGR04167', 'TIGR04466', 'TIGR03942', 'TIGR04083', 'TIGR04163', 'TIGR03974', 'TIGR04085', 'TIGR03961', 'TIGR04084', 'TIGR03977', 'TIGR04311', 'TIGR04064', 'TIGR03470', 'TIGR04321', 'TIGR04463', 'TIGR04280', 'TIGR04269', 'TIGR04080', 'TIGR03906', 'TIGR02495', 'TIGR03978', 'TIGR04068', 'TIGR03963', 'TIGR04304', 'Fer4_12', 'Fer4_14', 'TIGR04478', 'SPASM', 'TIGR03365', 'TIGR04349', 'TIGR04115', 'TIGR03972', 'TIGR04150', 'TIGR04261', 'NIR_SIR_ferr', 'TIGR04148', 'TIGR02493', 'TIGR01768', 'TIGR04426', 'TIGR04278', 'TIGR04078']"
WP_192933078.1,"['Mycofactocin_RRE', 'TIGR03967', 'HTH_18', 'TPR_12']"
WP_225984179.1,['TIGR03969']
WP_159544226.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_Tnp_1_2', 'TIGR02366', 'HTH_7', 'HTH_23', 'TIGR03384', 'HTH_29']"
WP_159544228.1,"['CNNM', 'TIGR03520', 'CBS']"
WP_159544230.1,"['CNNM', 'TIGR03520', 'CorC_HlyC', 'CBS', 'TIGR01302', 'TIGR01137', 'UPF0016', 'DUF6416', 'MTTB', 'DUF4022', 'DUF3659']"
WP_159544232.1,"['DUF485', 'Phage_holin_2_3', 'DUF4131']"
WP_225984180.1,"['TIGR02711', 'TIGR03648', 'TIGR00813', 'TIGR02121', 'TIGR02119', 'DUF2818']"
WP_159544234.1,"['DUF6403', 'TIGR03141', 'CcmH', 'DUF4381', 'CcmD']"
WP_159544237.1,['Harakiri']
WP_159701533.1,"['MLTR_LBD', 'HTH_31', 'HTH_3', 'PAS_8']"
WP_159701536.1,"['TetR_N', 'TetR_C_16', 'TIGR03384', 'TIGR03968', 'TIGR03613']"
WP_235036202.1,"['MFS_1', 'TIGR00711', 'TIGR00880', 'CarboxypepD_reg', 'TIGR00710', 'TIGR00895', 'TIGR00893', 'Sugar_tr', 'DUF1416', 'bMG3', 'SdrD_B', 'TIGR00899', 'TIGR00900', 'MFS_4', 'CarbopepD_reg_2', 'Big_6', 'TIGR00881', 'DUF4198', 'TIGR00896', 'TIGR00898', 'TIGR00891', 'TIGR00792', 'MFS_2', 'DUF6795', 'OATP', 'TIGR00890']"
WP_200846769.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'TIGR02462', 'FAD_binding_2', 'TIGR00551', 'NAD_binding_8', 'Pyr_redox_3', 'DAO', 'Lycopene_cycl', 'Pyr_redox_2', 'Plasmid_RAQPRD', 'HI0933_like', 'TIGR01988', 'TIGR02032', 'TIGR02485', 'TIGR01372', 'TIGR01690', 'TIGR00275', 'TIGR01790', 'TIGR01989', 'Thi4', 'FAD_oxidored', 'TIGR01377', 'TIGR01813']"
WP_159701542.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_trans_2_3', 'Glyco_transf_21', 'TIGR04242', 'TIGR01556', 'Glyco_tranf_2_2', 'TIGR04440', 'TIGR04283', 'TIGR04017', 'TIGR03111', 'T2SSM_b', 'TIGR04182']"
WP_235036203.1,"['TIGR03964', 'TIGR04448']"
WP_159701545.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'NMO', 'TIGR01303', 'His_biosynth', 'G3P_antiterm', 'TIGR01306', 'TIGR01305', 'TIGR03151', 'ThiG', 'DHO_dh', 'TIGR01037', 'TIGR00007', 'TIGR01919', 'Dus', 'PA']"
WP_159701564.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04054', 'TIGR04347', 'TIGR04546', 'TIGR03913', 'TIGR04251', 'TIGR02109', 'TIGR04250', 'TIGR04133', 'TIGR04103', 'Radical_SAM', 'TIGR04340', 'TIGR02668', 'TIGR04082', 'TIGR02666', 'TIGR04317', 'TIGR03942', 'TIGR04403', 'TIGR04167', 'TIGR04163', 'TIGR03470', 'TIGR04083', 'TIGR04084', 'TIGR04064', 'TIGR04085', 'TIGR04466', 'TIGR03974', 'TIGR04311', 'TIGR04080', 'TIGR03977', 'TIGR03961', 'TIGR04321', 'TIGR04463', 'TIGR04280', 'TIGR04269', 'TIGR03978', 'TIGR02495', 'TIGR04334', 'TIGR04304', 'TIGR03906', 'TIGR04068', 'SPASM', 'TIGR03963', 'TIGR04261', 'TIGR04478', 'Fer4_14', 'TIGR04349', 'Fer4_12', 'TIGR03972', 'TIGR03365', 'TIGR02493', 'TIGR02494', 'YflT', 'TIGR04078', 'TIGR04150', 'TIGR04041']"
WP_200846770.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_235036204.1,['TIGR03969']
WP_159701567.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_Tnp_1_2', 'HTH_7', 'HTH_23', 'HTH_22']"
WP_235036205.1,['DUF1016_N']
WP_159701571.1,"['CoA_transf_3', 'TIGR03253', 'TIGR04253']"
WP_159701574.1,"['PucR', 'HTH_30', 'HTH_8']"
WP_159701577.1,"['TIGR00700', 'TIGR00699', 'Hemocyanin_N']"
WP_159701580.1,"['Acyl-CoA_dh_1', 'Acyl-CoA_dh_N', 'TIGR03207', 'Acyl-CoA_dh_M', 'TIGR03204', 'TIGR03203', 'TIGR04022', 'Acyl-CoA_dh_2']"
WP_159701583.1,"['Aldedh', 'TIGR02288', 'TIGR02518', 'TIGR00407', 'Pur_DNA_glyco']"
WP_159925541.1,"['TIGR01188', 'TIGR03740', 'TIGR04521', 'TIGR03410', 'TIGR01186', 'TIGR01257', 'TIGR03375', 'ABC_tran', 'TIGR02857', 'TIGR03265', 'TIGR03873', 'TIGR00968', 'TIGR03269', 'TIGR02142', 'TIGR02204', 'TIGR01166', 'TIGR04520', 'TIGR01189', 'TIGR02315', 'TIGR03005', 'TIGR02769', 'TIGR02203', 'TIGR03258', 'TIGR00972', 'TIGR00958', 'TIGR03771', 'TIGR02314', 'TIGR03415', 'TIGR01842', 'TIGR03411', 'TIGR01846', 'TIGR03608', 'TIGR02673', 'TIGR00955', 'TIGR01277', 'TIGR03796', 'TIGR02868', 'TIGR01187', 'TIGR01978', 'TIGR02770', 'TIGR02982', 'TIGR03797', 'TIGR01193', 'TIGR01194', 'TIGR02211', 'TIGR02324', 'TIGR03719', 'TIGR01184', 'TIGR02323', 'AAA_21', 'TIGR01192', 'TIGR01271', 'TIGR00630', 'TIGR00957', 'TIGR00956', 'TIGR00954', 'DUF4162', 'AAA_29', 'SMC_N', 'CLP1_P', 'AAA_23', 'TIGR00455']"
WP_159925543.1,['DUF412']
WP_159925545.1,"['HTH_31', 'HTH_3', 'HTH_26', 'HTH_19', 'HTH_25', 'TIGR03070', 'Sigma70_r4', 'HTH_28', 'HTH_AraC']"
WP_159925547.1,"['TIGR00500', 'TIGR00501', 'TIGR00495', 'TIGR02993']"
WP_159925549.1,"['DUF222', 'HNH', 'DUF3757']"
WP_159925551.1,"['Methyltransf_11', 'Methyltransf_25', 'TIGR01983', 'Methyltransf_23', 'TIGR02021', 'TIGR01934', 'TIGR02072', 'TIGR00477', 'Methyltransf_12', 'DMRT5_DMB', 'TIGR00537', 'GidB']"
WP_109331699.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_7', 'HTH_Tnp_1_2', 'TIGR02366', 'TIGR03384']"
WP_005573048.1,['TIGR03969']
WP_159925553.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_159925555.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04054', 'TIGR04347', 'TIGR04546', 'TIGR02109', 'TIGR03913', 'TIGR04250', 'TIGR04251', 'TIGR04133', 'TIGR04340', 'Radical_SAM', 'TIGR02668', 'TIGR02666', 'TIGR04103', 'TIGR04317', 'TIGR04403', 'TIGR04082', 'TIGR04167', 'TIGR03942', 'TIGR04466', 'TIGR03961', 'TIGR03974', 'TIGR04163', 'TIGR03470', 'TIGR03977', 'TIGR04311', 'TIGR04321', 'TIGR04085', 'TIGR04083', 'TIGR04084', 'TIGR04064', 'TIGR04080', 'TIGR04280', 'TIGR04463', 'TIGR04269', 'TIGR02495', 'TIGR04304', 'TIGR03978', 'TIGR03906', 'TIGR03963', 'TIGR04334', 'TIGR04068', 'Fer4_12', 'SPASM', 'TIGR04261', 'Fer4_14', 'TIGR03365', 'TIGR03972', 'TIGR04148', 'TIGR04349', 'TIGR04150', 'TIGR04478', 'TIGR04078', 'TIGR02493', 'TIGR04278', 'TIGR04041']"
WP_159925557.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'TIGR01304', 'NMO', 'TIGR01303', 'ThiG', 'His_biosynth', 'TIGR03151', 'TIGR01305', 'G3P_antiterm', 'TIGR01306', 'Dus', 'TIGR00007', 'DHO_dh', 'TIGR00419', 'PA']"
WP_159925559.1,"['TIGR03996', 'Pyr_redox_2', 'TIGR01317', 'Pyr_redox', 'TIGR03315', 'TIGR01316', 'NAD_binding_8', 'TIGR01372', 'TIGR03467', 'TIGR01350', 'DAO', 'Amino_oxidase', 'FAD_oxidored', 'TIGR00275', 'TIGR01318', 'FAD_binding_3', 'TIGR02734', 'HI0933_like', 'TIGR02733', 'TIGR00562', 'GIDA', 'TIGR02731', 'FAD_binding_2', 'TIGR02032', 'TIGR02053', 'TIGR00292', 'Thi4', 'NAD_binding_7', 'TIGR03140', 'TIGR03197', 'TIGR00737', 'Pyr_redox_3', 'TIGR02352', 'TIGR01424', 'TIGR02023', 'TIGR01790', 'AlaDh_PNT_C']"
WP_109331691.1,"['TIGR03971', 'TIGR01963', 'TIGR02415', 'TIGR01829', 'TIGR01832', 'TIGR04316', 'TIGR01831', 'TIGR02632', 'TIGR03206', 'TIGR03325', 'KR', 'TIGR02685', 'TIGR01500']"
WP_159925561.1,"['TIGR03997', 'TIGR01317', 'NAD_binding_8', 'FAD_oxidored', 'TIGR03467', 'DAO', 'TIGR01350', 'TIGR03315', 'TIGR01316', 'HI0933_like', 'Pyr_redox', 'TIGR00275', 'TIGR01372', 'FAD_binding_2', 'TIGR02032', 'TIGR01318', 'TIGR02733', 'GIDA', 'AlaDh_PNT_C', 'TIGR03140', 'TIGR01292', 'TIGR03197', 'TIGR00737', 'TIGR02734', 'TIGR03364', 'TIGR02352', 'Pyr_redox_3', 'Dus', 'TIGR02023', 'FAD_binding_3', 'NAD_binding_7', 'TIGR00292', 'TIGR01813', 'TIGR02028', 'TIGR02279', 'TIGR02053', 'Thi4', '3HCDH_N', 'TIGR02732', 'TIGR03143', '2-Hacid_dh_C', 'TIGR00562', 'TIGR02731', 'TIGR01424']"
WP_109331689.1,"['TIGR03964', 'TIGR04448']"
WP_159925563.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_transf_21', 'Glyco_tranf_2_2', 'Glyco_trans_2_3', 'TIGR04283', 'TIGR01556', 'TIGR03030', 'TIGR04242', 'TIGR04440']"
WP_159925565.1,"['TIGR03970', 'TIGR01810', 'TIGR04542', 'GMC_oxred_N', 'GMC_oxred_C', 'TIGR02462', 'FAD_binding_2', 'DAO', 'TIGR02032', 'NAD_binding_8', 'Lycopene_cycl', 'Pyr_redox_2', 'TIGR00551', 'FAD_oxidored', 'HI0933_like', 'TIGR01988', 'TIGR01790', 'Thi4', 'TIGR00275', 'Pyr_redox_3', 'TIGR01984', 'NAD_binding_9', 'ApbA', 'TIGR00292', 'GIDA', 'Pyr_redox', 'Trp_halogenase', 'TIGR00562', 'TIGR01989', 'TIGR03467', 'TIGR00745', 'TIGR01350', 'TIGR01372']"
WP_202399739.1,"['Acetyltransf_1', 'Acetyltransf_10', 'Acetyltransf_7', 'TIGR01575', 'FR47', 'Acetyltransf_CG', 'TIGR02382', 'Acetyltransf_9', 'Acetyltransf_13', 'Acetyltransf_3', 'Acetyltransf_6', 'TIGR03448', 'PanZ', 'TIGR03103', 'Acetyltransf_8', 'RHH_5', 'TIGR01890', 'Esterase_PHB']"
WP_160875215.1,"['TetR_N', 'TIGR03384', 'TIGR03613', 'TetR_C_11', 'TIGR03968']"
WP_237451196.1,"['TIGR03997', 'FAD_oxidored', 'TIGR03315', 'TIGR03467', 'TIGR01350', 'HI0933_like', 'TIGR01317', 'NAD_binding_8', 'TIGR00275', 'TIGR01372', 'FAD_binding_2', 'TIGR01316', 'TIGR02032', 'AlaDh_PNT_C', 'TIGR02734', 'Pyr_redox_3', 'TIGR03140', 'DAO', 'GIDA', 'TIGR02053', 'TIGR01813', 'TIGR01318', 'TIGR03364', 'TIGR01292', 'TIGR02023', 'TIGR00292', 'FAD_binding_3', 'Pyr_redox', 'TIGR02733', 'TIGR02028', 'TIGR02352', 'Thi4', 'TIGR03143', 'TIGR04018', 'TIGR01438', 'TIGR01424', 'Trp_halogenase', 'TIGR03197', 'TIGR02732', 'TIGR01988', 'TIGR00136', 'TIGR00562', 'Dus', '3HCDH_N', 'DDE_3', 'TIGR03026', 'TIGR01790', 'TIGR02731', 'Lys_Orn_oxgnase', 'Amino_oxidase', 'NAD_binding_9', 'Qn_am_d_aIII']"
WP_024101647.1,"['TIGR03971', 'TIGR02632', 'TIGR03206', 'TIGR03325', 'TIGR02685', 'KR']"
WP_160875219.1,"['TIGR03996', 'TIGR01372', 'TIGR01317', 'FAD_binding_2', 'FAD_oxidored', 'Pyr_redox_2', 'NAD_binding_8', 'HI0933_like', 'TIGR00275', 'TIGR02032', 'Pyr_redox', 'TIGR03315', 'TIGR00562', 'Amino_oxidase', 'TIGR01316', 'TIGR01350', 'DAO', 'TIGR02733', 'TIGR00292', 'FAD_binding_3', 'TIGR03467', 'Thi4', 'GIDA', 'TIGR01424', 'TIGR02734', 'TIGR01813', 'TIGR02053', 'TIGR03140', 'TIGR03364', 'TIGR01318', 'TIGR01292', 'Lycopene_cycl', 'AlaDh_PNT_C', 'TIGR01790', 'TIGR01421', 'TIGR00136', 'Pyr_redox_3', 'TIGR03911', 'TIGR02731', 'TIGR00031', 'TIGR02023', 'TIGR03197', 'TIGR03385', 'TIGR00737', 'TIGR00692', 'TIGR03143', 'TIGR04018', 'TrkA_N', 'TIGR03026', 'TIGR01816', 'Dus', 'TIGR02352', '3HCDH_N']"
